,prolific_id_NONE,question_NONE,score_NONE,average_over_questions_NONE,prolific_id_robot,question_robot,score_robot,average_over_questions_robot,prolific_id_human,question_human,score_human,average_over_questions_human
24,5d39ddd133672b0015557242,question12,3.0,,5a18625a0fff620001a6d60e,question12,2.0,,5c5c4f764ee81200018eaabe,question13,6.0,
25,5bfff3be0ef039000138b699,question12,0.0,,5980f96d413c230001291b41,question12,2.0,,5baa1f618e137f00016264c9,question13,6.0,
26,5850ad3a1c68630001f52533,question12,4.0,,5a6ff03b9cdd18000177543a,question12,4.0,,5b44a7f13f470b0001fad504,question13,5.0,
27,5c93de86cf602b000170c25d,question12,1.0,,5cd56625e7f4580015c77130,question12,3.0,,5a95694a4eecca0001dd4721,question13,5.0,
28,5a6a206f3fb6420001c2d9ef,question12,2.0,,59edc2c816ecc200016ff9cc,question13,6.0,,5af892053aba4900015f0592,question13,6.0,
29,5d7946c85d4c06001a5fca59,question12,4.0,,5d77a8b3bedf45000187c499,question13,5.0,,5c82f678a4c44a001484dc00,question13,6.0,
30,5ca219fec977ef0001547071,question12,4.0,,5c6b031a18f539000128f7f9,question13,6.0,,5c5c4f764ee81200018eaabe,question14,5.0,
31,5b3d0c7477cb3a00019c1bb3,question12,1.0,,5a18625a0fff620001a6d60e,question13,3.0,,5baa1f618e137f00016264c9,question14,5.0,
32,5d39ddd133672b0015557242,question13,6.0,,5980f96d413c230001291b41,question13,4.0,,5b44a7f13f470b0001fad504,question14,5.0,
33,5bfff3be0ef039000138b699,question13,6.0,,5a6ff03b9cdd18000177543a,question13,5.0,,5a95694a4eecca0001dd4721,question14,3.0,
34,5850ad3a1c68630001f52533,question13,5.0,,5cd56625e7f4580015c77130,question13,6.0,,5af892053aba4900015f0592,question14,4.0,
35,5c93de86cf602b000170c25d,question13,5.0,,59edc2c816ecc200016ff9cc,question14,4.0,,5c82f678a4c44a001484dc00,question14,4.0,
36,5a6a206f3fb6420001c2d9ef,question13,5.0,,5d77a8b3bedf45000187c499,question14,3.0,,5c5c4f764ee81200018eaabe,question15,3.0,
37,5d7946c85d4c06001a5fca59,question13,6.0,,5c6b031a18f539000128f7f9,question14,4.0,,5baa1f618e137f00016264c9,question15,5.0,
38,5ca219fec977ef0001547071,question13,5.0,,5a18625a0fff620001a6d60e,question14,3.0,,5b44a7f13f470b0001fad504,question15,6.0,
39,5b3d0c7477cb3a00019c1bb3,question13,6.0,,5980f96d413c230001291b41,question14,4.0,,5a95694a4eecca0001dd4721,question15,5.0,
40,5d39ddd133672b0015557242,question14,5.0,,5a6ff03b9cdd18000177543a,question14,3.0,,5af892053aba4900015f0592,question15,4.0,
41,5bfff3be0ef039000138b699,question14,0.0,,5cd56625e7f4580015c77130,question14,3.0,,5c82f678a4c44a001484dc00,question15,4.0,
42,5850ad3a1c68630001f52533,question14,4.0,,59edc2c816ecc200016ff9cc,question15,4.0,,5c5c4f764ee81200018eaabe,question16,4.0,
43,5c93de86cf602b000170c25d,question14,4.0,,5d77a8b3bedf45000187c499,question15,4.0,,5baa1f618e137f00016264c9,question16,3.0,
44,5a6a206f3fb6420001c2d9ef,question14,4.0,,5c6b031a18f539000128f7f9,question15,3.0,,5b44a7f13f470b0001fad504,question16,5.0,
45,5d7946c85d4c06001a5fca59,question14,5.0,,5a18625a0fff620001a6d60e,question15,2.0,,5a95694a4eecca0001dd4721,question16,5.0,
46,5ca219fec977ef0001547071,question14,4.0,,5980f96d413c230001291b41,question15,4.0,,5af892053aba4900015f0592,question16,3.0,
47,5b3d0c7477cb3a00019c1bb3,question14,2.0,,5a6ff03b9cdd18000177543a,question15,5.0,,5c82f678a4c44a001484dc00,question16,3.0,
48,5d39ddd133672b0015557242,question15,4.0,,5cd56625e7f4580015c77130,question15,1.0,,,,,
49,5bfff3be0ef039000138b699,question15,1.0,,59edc2c816ecc200016ff9cc,question16,5.0,,,,,
50,5850ad3a1c68630001f52533,question15,4.0,,5d77a8b3bedf45000187c499,question16,2.0,,,,,
51,5c93de86cf602b000170c25d,question15,2.0,,5c6b031a18f539000128f7f9,question16,2.0,,,,,
52,5a6a206f3fb6420001c2d9ef,question15,3.0,,5a18625a0fff620001a6d60e,question16,1.0,,,,,
53,5d7946c85d4c06001a5fca59,question15,5.0,,5980f96d413c230001291b41,question16,4.0,,,,,
54,5ca219fec977ef0001547071,question15,4.0,,5a6ff03b9cdd18000177543a,question16,5.0,,,,,
55,5b3d0c7477cb3a00019c1bb3,question15,6.0,,5cd56625e7f4580015c77130,question16,1.0,,,,,
56,5d39ddd133672b0015557242,question16,3.0,,,,,,,,,
57,5bfff3be0ef039000138b699,question16,0.0,,,,,,,,,
58,5850ad3a1c68630001f52533,question16,2.0,,,,,,,,,
59,5c93de86cf602b000170c25d,question16,0.0,,,,,,,,,
60,5a6a206f3fb6420001c2d9ef,question16,0.0,,,,,,,,,
61,5d7946c85d4c06001a5fca59,question16,3.0,,,,,,,,,
62,5ca219fec977ef0001547071,question16,2.0,,,,,,,,,
63,5b3d0c7477cb3a00019c1bb3,question16,1.0,,,,,,,,,
