client_id: -LtPNkt7PDVc8m3oSxkj
request(usual_dinner),"Pizza, lasagne, pasta, roast dinner, fish and chips, Chinese food, curry.","{'intent': 'inform', 'entity': ['pizza', 'pasta', 'fish', 'chip'], 'entity_type': 'food', 'polarity': '+'}",,"missing lasagne, roast dinner, chinese food, curry",inform,"[Pizza, lasagne, pasta, roast dinner, fish and chips, Chinese food, curry]",food,+,,,,,
request(filling),hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),not too unhealthy but not super healthy either in the middle!,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}",,,inform,0,healthy,,,,,,
request(diet),none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),quick!,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),thanks for the recommendation,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),cool,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,yes,,,,,,,,
client_id: -LtZiREPJGQBV-0HgutW
,Hi,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Trudi,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),I m fine thank u...yeah everything is ok just wana know do u hve any idea to make my dinner special...,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),Uk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Salad with chicken,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}",,,inform,"[salad, chicken]",food,+,,,,,
request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),Salad must be needed,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}",,,???,,,,,,,,
request(time),Hve time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),Yeah its great thanks dear,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Yeah please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),No i think first one is great for me,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),I knew it already,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
client_id: -Lt_7rUe-BmRD6zuYjAl
,Hi Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Josh,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),The Moon,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Some food,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),big big dinner,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(healthy),-,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(diet),No bloody kale,"{'intent': 'inform', 'entity': ['kale'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
request(time),Quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),Yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtUuKj5kf1pJ6izfQYW
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Vitor,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"Yes, pretty much!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),London,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Rice with chicken and beans or tuna...,"{'intent': 'inform', 'entity': ['rice', 'beans', 'tuna'], 'entity_type': 'food', 'polarity': '+'}",,,inform,"['rice', 'beans', 'tuna', ""chicken""]",food,+,,,,,
request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),A bit healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),Nope.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),No. I hate broccoli,"{'intent': 'inform', 'entity': ['broccoli'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),I don't like spinach,"{'intent': 'inform', 'entity': ['spinach'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),No.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),Yes.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LteJMtRjyjEbUOu_46B
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),I'm feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Pretty healthy,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,TRUE,healthy,,,,,,
request(diet),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),I have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),Sounds good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),"No thanks, this looks great","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_7z6FALg8whlucT7h
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,joao,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),lisbon,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),soup,"{'intent': 'inform', 'entity': ['soup'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes/inform,TRUE,hungry,,,,,,
request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtZjGf5RtVCtQlaKeVg
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,miguel,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),yes thank you,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),"fries with eggs, fish, meat with fries","{'intent': 'inform', 'entity': ['eggs', 'fish', 'meat'], 'entity_type': 'food', 'polarity': '+'}",,missing fries,,,,,,,,,
request(filling),feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),that sounds great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_WUXbfH2WoZAtCutp
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Kenitha,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),Great. Thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),"I live in Vacaville, CA","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),"Mainly chicken, pasta, Italian, salad, vegetables","{'intent': 'inform', 'entity': ['pasta', 'salad', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}",,"missing chicken, italian",,,,,,,,,
request(filling),Light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),Very,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(diet),None,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),I have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
client_id: -LtUuOY6qYhGIHMh0qgn
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Alexandra,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),"Yes, everything's okay","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),"Edinburgh, United Kingdom","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),I usually eat some type of chicken with sides such as salad,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}",,missing chicken,,,,,,,,,
request(filling),Feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),I want it to be quite healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),I have some time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),That seems great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),Not sure about that,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),Do you have anything not salmon based?,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),That looks great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),No that's okay,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtFi_cI6aVge9O_A3YY
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,I,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),not particularly healthy,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),i should avoid high fat foods,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",X,,,,,,,,,,
inform(food),I want something easy to prepare,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtUuMosvfGNZlFq7jDr
,Hello cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,My name is Paulo,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),everything is fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),I live in portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),Usually i eat meat and pasta,"{'intent': 'inform', 'entity': ['meat', 'pasta'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),"yes, i'm kinda hungry right now","{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),100% healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),I don't want any fish,"{'intent': 'inform', 'entity': ['fish'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
inform(food),i don't have any avocado. Any other vegetarian ideias?,"{'intent': 'inform', 'entity': ['avocado'], 'entity_type': 'food', 'polarity': '-'}",,also informs vegetarian,,,,,,,,,
inform(food),"yes, that seems pretty good","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),i want a recipe for a cold drink,"{'intent': 'inform', 'entity': ['drink'], 'entity_type': 'food', 'polarity': '+'}",,inform wants drink??,,,,,,,,,
inform(food),seems fins,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,fins --> fine,,,,
request(another),"no, i'm all good for now, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt5Vd2Fw4p3K6caBkg_
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -Lt_IRmhdt52q3DoqF6V
,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Mike,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),not too bad,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),"fish, bread, and vegetables","{'intent': 'inform', 'entity': ['fish', 'bread', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
request(healthy),very healthy,"{'intent': 'inform', 'entity': True, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),That looks very healthy and easy to prepare - thanks,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,yes,,,,,,,,
request(another),no I think that'll be enough,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtZwFZ-HD7xvZFCyDO2
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
greeting,Al,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(mood),Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(from),The UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(usual_dinner),⅞,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(filling),A happy medium.,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,inform,0,hungry,,,,,,
request(healthy),As healthy as possible while not compromising taste or texture.,"{'intent': 'inform', 'entity': False, 'entity_type': 'healthy', 'polarity': None}",,,inform,TRUE,healthy,,,,,,
request(diet),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(time),Plenty of time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
inform(food),Looks good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
inform(food),Definitely,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),I'm good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
inform(food),Indeed,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),"That'll do, thanks","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,no,,,,,,,,
inform(food),Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
request(another),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
client_id: -LtUzZf_4xnypn7ohHGL
,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
