70,greeting,Trudi,"{'intent': 'inform', 'entity': 'Trudi', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
71,request(mood),I m fine thank u...yeah everything is ok just wana know do u hve any idea to make my dinner special...,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
72,request(from),Uk,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
73,request(usual_dinner),Salad with chicken,"{'intent': 'inform', 'entity': ['salad', 'chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
74,request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
75,request(healthy),Very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
76,request(diet),Salad must be needed,"{'intent': 'inform', 'entity': ['salad'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
77,request(time),Hve time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
78,inform(food),Yeah its great thanks dear,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
79,request(another),Yeah please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
80,inform(food),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
81,inform(food),No i think first one is great for me,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
82,inform(food),I knew it already,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
83,request(another),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
84,client_id: -Lt_7rUe-BmRD6zuYjAl,,,,,,,,,,,,,
85,,Hi Cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
86,greeting,Josh,"{'intent': 'inform', 'entity': 'Josh', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
87,request(mood),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
88,request(from),The Moon,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
89,request(usual_dinner),Some food,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
90,request(filling),big big dinner,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
91,request(healthy),-,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
92,request(diet),No bloody kale,"{'intent': 'inform', 'entity': ['kale'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
93,request(time),Quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
94,inform(food),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
95,inform(food),Yes please,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
96,request(another),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
97,client_id: -LtUuKj5kf1pJ6izfQYW,,,,,,,,,,,,,
98,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
99,greeting,Vitor,"{'intent': 'inform', 'entity': 'Vitor', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
100,request(mood),"Yes, pretty much!","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
101,request(from),London,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
102,request(usual_dinner),Rice with chicken and beans or tuna...,"{'intent': 'inform', 'entity': ['rice', 'beans', 'tuna', 'chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
103,request(filling),Light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
104,request(healthy),A bit healthy,"{'intent': 'inform', 'entity': 0.25, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
105,request(diet),Nope.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
106,request(time),Something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
107,inform(food),No. I hate broccoli,"{'intent': 'inform', 'entity': ['broccoli'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
108,inform(food),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
109,inform(food),I don't like spinach,"{'intent': 'inform', 'entity': ['spinach'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
110,inform(food),No.,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
111,inform(food),Yes.,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
112,client_id: -LteJMtRjyjEbUOu_46B,,,,,,,,,,,,,
113,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
114,request(filling),I'm feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
115,request(healthy),Pretty healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
116,request(diet),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
117,request(time),I have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
118,inform(food),Sounds good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
119,request(another),"No thanks, this looks great","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
120,client_id: -Lt_7z6FALg8whlucT7h,,,,,,,,,,,,,
121,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
122,greeting,joao,"{'intent': 'inform', 'entity': 'Joao', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
123,request(mood),yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
124,request(from),lisbon,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
125,request(usual_dinner),soup,"{'intent': 'inform', 'entity': ['soup'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
126,request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
127,request(healthy),very,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
128,request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
129,request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
130,inform(food),great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
131,request(another),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
132,client_id: -LtZjGf5RtVCtQlaKeVg,,,,,,,,,,,,,
133,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
134,greeting,miguel,"{'intent': 'inform', 'entity': 'Miguel', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
135,request(mood),yes thank you,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
136,request(from),portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
137,request(usual_dinner),"fries with eggs, fish, meat with fries","{'intent': 'inform', 'entity': ['eggs', 'fish', 'meat', 'fries'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
138,request(filling),feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
139,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
140,request(diet),none,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
141,request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
142,inform(food),that sounds great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
143,request(another),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
144,client_id: -Lt_WUXbfH2WoZAtCutp,,,,,,,,,,,,,
145,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
146,greeting,Kenitha,"{'intent': 'inform', 'entity': 'Kenitha', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
147,request(mood),Great. Thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
148,request(from),"I live in Vacaville, CA","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
149,request(usual_dinner),"Mainly chicken, pasta, Italian, salad, vegetables","{'intent': 'inform', 'entity': ['pasta', 'salad', 'vegetables', 'chicken', 'italian'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
150,request(filling),Light,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
151,request(healthy),Very,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
152,request(diet),None,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
153,request(time),I have time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
154,client_id: -LtUuOY6qYhGIHMh0qgn,,,,,,,,,,,,,
155,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
156,greeting,Alexandra,"{'intent': 'inform', 'entity': 'Alexandra', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
157,request(mood),"Yes, everything's okay","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
158,request(from),"Edinburgh, United Kingdom","{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
159,request(usual_dinner),I usually eat some type of chicken with sides such as salad,"{'intent': 'inform', 'entity': ['salad', 'chicken'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
160,request(filling),Feeling hungry,"{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
161,request(healthy),I want it to be quite healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
162,request(diet),Nope,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
163,request(time),I have some time,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
164,inform(food),That seems great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
165,request(another),Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
166,inform(food),Not sure about that,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
167,inform(food),Do you have anything not salmon based?,"{'intent': 'inform', 'entity': ['salmon'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
168,inform(food),That looks great,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
169,request(another),No that's okay,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
170,client_id: -LtFi_cI6aVge9O_A3YY,,,,,,,,,,,,,
171,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
172,greeting,I,"{'intent': 'inform', 'entity': 'I', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
173,request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
174,request(healthy),not particularly healthy,"{'intent': 'inform', 'entity': 0, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
175,request(diet),i should avoid high fat foods,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
176,request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
177,inform(food),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
178,inform(food),No thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
179,inform(food),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
180,inform(food),no thanks,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
181,inform(food),I want something easy to prepare,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
182,client_id: -LtUuMosvfGNZlFq7jDr,,,,,,,,,,,,,
183,,Hello cora,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
184,greeting,My name is Paulo,"{'intent': 'inform', 'entity': 'Paulo', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
185,request(mood),everything is fine,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
186,request(from),I live in portugal,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
187,request(usual_dinner),Usually i eat meat and pasta,"{'intent': 'inform', 'entity': ['meat', 'pasta'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
188,request(filling),"yes, i'm kinda hungry right now","{'intent': 'inform', 'entity': True, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
189,request(healthy),100% healthy,"{'intent': 'inform', 'entity': 1, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
190,request(diet),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
191,request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
192,inform(food),I don't want any fish,"{'intent': 'inform', 'entity': ['fish'], 'entity_type': 'food', 'polarity': '-'}",,,,,,,,,,,
193,inform(food),i don't have any avocado. Any other vegetarian ideias?,"{'intent': 'inform', 'entity': ['avocado'], 'entity_type': 'food', 'polarity': '-'}",2 intents,,,,,,,,,,
194,inform(food),"yes, that seems pretty good","{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
195,request(another),i want a recipe for a cold drink,"{'intent': 'inform', 'entity': ['drink'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
196,inform(food),seems fins,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
197,request(another),"no, i'm all good for now, thanks","{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
198,client_id: -Lt5Vd2Fw4p3K6caBkg_,,,,,,,,,,,,,
199,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
200,client_id: -Lt_IRmhdt52q3DoqF6V,,,,,,,,,,,,,
201,,hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
202,greeting,Mike,"{'intent': 'inform', 'entity': 'Mike', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
203,request(mood),not too bad,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
204,request(from),UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
205,request(usual_dinner),"fish, bread, and vegetables","{'intent': 'inform', 'entity': ['fish', 'bread', 'vegetables'], 'entity_type': 'food', 'polarity': '+'}",,,,,,,,,,,
206,request(filling),light dinner,"{'intent': 'inform', 'entity': False, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
207,request(healthy),very healthy,"{'intent': 'inform', 'entity': 0.75, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
208,request(diet),no,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
209,request(time),something quick,"{'intent': 'inform', 'entity': False, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
210,inform(food),That looks very healthy and easy to prepare - thanks,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
211,request(another),no I think that'll be enough,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
212,client_id: -LtZwFZ-HD7xvZFCyDO2,,,,,,,,,,,,,
213,,Hello,"{'intent': 'greeting', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
214,greeting,Al,"{'intent': 'inform', 'entity': 'Al', 'entity_type': 'user_name', 'polarity': None}",,,,,,,,,,,
215,request(mood),Yes,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
216,request(from),The UK,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
217,request(usual_dinner),⅞,"{'intent': 'IDK', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
218,request(filling),A happy medium.,"{'intent': 'inform', 'entity': 0.5, 'entity_type': 'hungry', 'polarity': None}",,,,,,,,,,,
219,request(healthy),As healthy as possible while not compromising taste or texture.,"{'intent': 'inform', 'entity': 0, 'entity_type': 'healthy', 'polarity': None}",,,,,,,,,,,
220,request(diet),No,"{'intent': 'no', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
221,request(time),Plenty of time to cook,"{'intent': 'inform', 'entity': True, 'entity_type': 'time', 'polarity': None}",,,,,,,,,,,
222,inform(food),Looks good,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
223,request(another),Sure,"{'intent': 'yes', 'entity': None, 'entity_type': None, 'polarity': None}",,,,,,,,,,,
